 % R  psy  abs(integral) 
   14.0000000000000       0.100000000000000       1.876838002110084E-003
   14.0000000000000       0.109838102520367       1.942439720274931E-003
   14.0000000000000       0.119676205040734       1.973590403169476E-003
   14.0000000000000       0.129514307561102       1.959416515259170E-003
   14.0000000000000       0.139352410081469       1.897674384355452E-003
   14.0000000000000       0.149190512601836       1.802164387983148E-003
   14.0000000000000       0.159028615122203       1.710547971576694E-003
   14.0000000000000       0.168866717642570       1.687056934710073E-003
   14.0000000000000       0.178704820162938       1.801631267493055E-003
   14.0000000000000       0.188542922683305       2.083450455482958E-003
   14.0000000000000       0.198381025203672       2.504939648746182E-003
   14.0000000000000       0.208219127724039       3.013386567625182E-003
   14.0000000000000       0.218057230244406       3.558060995325510E-003
   14.0000000000000       0.227895332764774       4.097247465949250E-003
   14.0000000000000       0.237733435285141       4.597730234525125E-003
   14.0000000000000       0.247571537805508       5.033665401302903E-003
   14.0000000000000       0.257409640325875       5.386102832845012E-003
   14.0000000000000       0.267247742846242       5.642995942772707E-003
   14.0000000000000       0.277085845366610       5.799450979060590E-003
   14.0000000000000       0.286923947886977       5.858077461877232E-003
   14.0000000000000       0.296762050407344       5.829377456274523E-003
   14.0000000000000       0.306600152927711       5.732108956689968E-003
   14.0000000000000       0.316438255448078       5.593430289676014E-003
   14.0000000000000       0.326276357968446       5.448318959380803E-003
   14.0000000000000       0.336114460488813       5.337279233042697E-003
   14.0000000000000       0.345952563009180       5.301137397288683E-003
   14.0000000000000       0.355790665529547       5.372817817656333E-003
   14.0000000000000       0.365628768049914       5.568886589342652E-003
   14.0000000000000       0.375466870570282       5.885759817814644E-003
   14.0000000000000       0.385304973090649       6.302969743856125E-003
   14.0000000000000       0.395143075611016       6.790703158484411E-003
   14.0000000000000       0.404981178131383       7.317009473176868E-003
   14.0000000000000       0.414819280651750       7.852328423671008E-003
   14.0000000000000       0.424657383172118       8.371483369617742E-003
   14.0000000000000       0.434495485692485       8.854148325889240E-003
   14.0000000000000       0.444333588212852       9.284615542484774E-003
   14.0000000000000       0.454171690733219       9.651321955286538E-003
   14.0000000000000       0.464009793253586       9.946330063371103E-003
   14.0000000000000       0.473847895773954       1.016483357483323E-002
   14.0000000000000       0.483685998294321       1.030470306841337E-002
   14.0000000000000       0.493524100814688       1.036607089761427E-002
   14.0000000000000       0.503362203335055       1.035095058237066E-002
   14.0000000000000       0.513200305855422       1.026288783486252E-002
   14.0000000000000       0.523038408375790       1.010664012317971E-002
   14.0000000000000       0.532876510896157       9.887886611612521E-003
   14.0000000000000       0.542714613416524       9.612967220081314E-003
   14.0000000000000       0.552552715936891       9.288652371098202E-003
   14.0000000000000       0.562390818457258       8.921942900988338E-003
   14.0000000000000       0.572228920977626       8.519900261309860E-003
   14.0000000000000       0.582067023497993       8.089505580333337E-003
   14.0000000000000       0.591905126018360       7.637546559142804E-003
   14.0000000000000       0.601743228538727       7.170530585256846E-003
   14.0000000000000       0.611581331059094       6.694622639599321E-003
   14.0000000000000       0.621419433579462       6.215606654755735E-003
   14.0000000000000       0.631257536099829       5.738870083930914E-003
   14.0000000000000       0.641095638620196       5.269411018429883E-003
   14.0000000000000       0.650933741140563       4.811868774000989E-003
   14.0000000000000       0.660771843660930       4.370578424342452E-003
   14.0000000000000       0.670609946181298       3.949650294255102E-003
   14.0000000000000       0.680448048701665       3.553073055062550E-003
   14.0000000000000       0.690286151222032       3.184834798495116E-003
   14.0000000000000       0.700124253742399       2.849043472436839E-003
   14.0000000000000       0.709962356262766       2.550004157506688E-003
   14.0000000000000       0.719800458783134       2.292165846487053E-003
   14.0000000000000       0.729638561303501       2.079801022581499E-003
   14.0000000000000       0.739476663823868       1.916277249797139E-003
   14.0000000000000       0.749314766344235       1.802939979246423E-003
   14.0000000000000       0.759152868864602       1.738004568517267E-003
   14.0000000000000       0.768990971384970       1.716169955617736E-003
   14.0000000000000       0.778829073905337       1.729399830842652E-003
   14.0000000000000       0.788667176425704       1.768510343565627E-003
